date,link,title
30 Jun 2017,www.dbs.com/newsroom/DBS_first_bank_in_Singapore_to_launch_financial_planning_centre_offering_free_advisory_services_no_financial_products_sold,DBS – first bank in Singapore to launch financial planning centre offering free advisory services; no financial products sold
12 Jun 2017,www.dbs.com/newsroom/DBS_named_most_valuable_brand_in_Singapore_for_fifth_straight_year,DBS named most valuable brand in Singapore for fifth straight year
26 May 2017,www.dbs.com/newsroom/DBS_and_Nishi_Nippon_City_Bank_sign_MOU_to_collaborate_in_supporting_Japanese_SMEs_in_Asia,DBS and Nishi-Nippon City Bank sign MOU to collaborate in supporting Japanese SMEs in Asia
26 May 2017,www.dbs.com/newsroom/DBS_Marina_Regatta_makes_Asia_history_with_first_public_intel_drone_light_show,DBS Marina Regatta makes Asia history with first public intel drone light show
25 May 2017,www.dbs.com/newsroom/DBS_David_Gledhill_wins_prestigious_MIT_Sloan_CIO_Leadership_award,DBS’ David Gledhill wins prestigious MIT Sloan CIO Leadership award
15 May 2017,www.dbs.com/newsroom/DBS_Bank_and_Agricultural_Bank_of_China_ink_MOU_at_the_OBOR_Summit,DBS Bank and Agricultural Bank of China ink MOU at the “OBOR Summit”
09 May 2017,www.dbs.com/newsroom/DBS_first_Asian_bank_to_go_green_fully_with_DHL_Express,DBS – first Asian bank to ‘go green’ fully with DHL Express
08 May 2017,www.dbs.com/newsroom/DBS_grooms_new_generation_of_digital_bankers_in_second_edition_of_the_DBS_UNICORN_internship_programme,DBS grooms new generation of digital bankers in second edition of the DBS UNI.CORN internship programme
02 May 2017,www.dbs.com/newsroom/DBS_first_quarter_net_profit_at_record_SGD_1_21_Billion,DBS first-quarter net profit at record SGD 1.21 billion
25 Apr 2017,www.dbs.com/newsroom/DBS_Marina_Regatta_2017_returns_with_high_octane_thrills_on_land_and_water,DBS Marina Regatta 2017 returns with high-octane thrills on land & water
25 Apr 2017,www.dbs.com/newsroom/DBS_POSB_launches_Singapores_first_video_teller_machines_across_nine_locations,DBS/POSB launches Singapore’s first video teller machines across nine locations
13 Apr 2017,www.dbs.com/newsroom/Pay_using_QR_code_from_your_DBS_PayLah_mobile_app,Pay using QR code from your DBS PayLah mobile app
09 Mar 2017,www.dbs.com/newsroom/DBS_and_Xero_join_forces_to_revolutionise_how_SMEs_manage_capital,DBS and Xero join forces to revolutionise how SMEs manage capital
09 Mar 2017,www.dbs.com/newsroom/DBS_and_Xero_join_forces_to_revolutionise_how_SMEs_manage_capital,DBS and Xero join forces to revolutionise how SMEs manage capital
20 Feb 2017,www.dbs.com/newsroom/DBS_to_hire_100_developers_via_first_of_its_kind_hackathon,DBS to hire 100 developers via first-of-its-kind hackathon
20 Feb 2017,www.dbs.com/newsroom/DBS_to_hire_100_developers_via_first_of_its_kind_hackathon,DBS to hire 100 developers via first-of-its-kind hackathon
16 Feb 2017,www.dbs.com/newsroom/DBS_full_year_2016_net_profit_at_SGD_4_24_billion,DBS full-year 2016 net profit at SGD 4.24 billion
10 Feb 2017,www.dbs.com/newsroom/DBS_wealth_management_clients_get_enhanced_iWealth_all_in_one_mobile_app,DBS wealth management clients get enhanced DBS iWealth all-in-one mobile app
08 Feb 2017,www.dbs.com/newsroom/Order_food_online_and_go_cashless_with_DBS_FasTrack_powered_apps,Order food online and go cashless with DBS FasTrack-powered apps
01 Feb 2017,www.dbs.com/newsroom/For_Li_Chun_2017_deposit_money_during_auspicious_timings_via_DBS_Paylah,"For Li Chun 2017, deposit money during auspicious timings via DBS Paylah!"
24 Jan 2017,www.dbs.com/newsroom/DBS_launches_first_of_its_kind_online_Letter_of_Credit_service,DBS launches first-of-its-kind online Letter of Credit service
19 Jan 2017,www.dbs.com/newsroom/Chat_with_POSB_via_Facebook_Messenger_POSB_digibank_Virtual_Assistant,Chat with POSB via Facebook Messenger – POSB digibank Virtual Assistant
18 Jan 2017,www.dbs.com/newsroom/Save_on_foreign_exchange_rates_conversion_fees_with_DBS_overseas_payments_solution_for_travellers_and_ecommerce_shoppers_Southeast_Asias_first,"Save on foreign exchange rates, conversion fees with DBS overseas payments solution for travellers & ecommerce shoppers – Southeast Asia’s first"
17 Jan 2017,www.dbs.com/newsroom/Issue_of_EUR750000000_0375_per_cent_covered_bonds_under_DBS_Bank_Ltd_USD10_billion_global_covered_bond_programme,"Issue of EUR750,000,000 0.375 per cent covered bonds under DBS Bank Ltd's USD10 billion global covered bond programme"
06 Jan 2017,www.dbs.com/newsroom/DBS_and_POSB_offers_more_ways_to_get_CNY_new_notes_via_popup_ATMs_and_online_reservation,DBS and POSB offers more ways to get CNY new notes via pop-up ATMs and online reservation
07 Dec 2016,www.dbs.com/newsroom/DBS_POSB_boosts_banking_footprint_with_POSB_Cash_Point,DBS/POSB boosts banking footprint with POSB Cash-Point
05 Dec 2016,www.dbs.com/newsroom/China_outpaces_London_New_York_and_Silicon_Valley_to_become_undisputed_global_FinTech_leader,"China outpaces London, New York and Silicon Valley to become undisputed global FinTech leader"
15 Nov 2016,www.dbs.com/newsroom/DBS_Foundation_awards_SGD_1_million_in_grants_to_12_social_enterprises_across_Asia,DBS Foundation awards SGD 1 million in grants to 12 social enterprises across Asia
14 Nov 2016,www.dbs.com/newsroom/DBS_furthers_commitment_to_shape_future_of_banking_with_launch_of_new_innovation_facility,DBS furthers commitment to shape future of banking with launch of new innovation facility
31 Oct 2016,www.dbs.com/newsroom/DBS_to_acquire_ANZ_s_wealth_management_and_retail_banking_business_in_Singapore_Hong_Kong_China_Taiwan_and_Indonesia,"DBS to acquire ANZ’s wealth management and retail banking business in Singapore, Hong Kong, China, Taiwan and Indonesia"
31 Oct 2016,www.dbs.com/newsroom/DBS_third_quarter_earnings_at_SGD_1_07_Billion,DBS third-quarter earnings at SGD 1.07 Billion
28 Oct 2016,www.dbs.com/newsroom/DBS_Private_Bank_appoints_Rob_Ioannou_as_head_of_international,DBS Private Bank appoints Rob Ioannou as head of international
27 Oct 2016,www.dbs.com/newsroom/DBS_Private_Bank_breaks_into_top_5_in_Asia_Pacific,DBS Private Bank breaks into top 5 in Asia-Pacific
20 Oct 2016,www.dbs.com/newsroom/POSB_RUNS_SUCCESSFUL_TRIAL_OF_WORLDS_FIRST_IN_SCHOOL_WEARABLE_TECH_SAVINGS_AND_PAYMENTS_PROGRAMME_POSB_SMART_BUDDY,POSB runs successful trial of world’s first in-school wearable tech savings & payments programme – “POSB Smart Buddy”
17 Oct 2016,www.dbs.com/newsroom/POSB_launches_innovative_Bank_and_Earn_programme,POSB launches innovative “Bank and Earn” programme
10 Oct 2016,www.dbs.com/newsroom/DBS_introduces_a_revolutionary_new_way_for_corporate_customers_to_bank,DBS introduces a revolutionary new way for corporate customers to bank
20 Sep 2016,www.dbs.com/newsroom/DBS_named_Asias_safest_bank_for_the_8th_consecutive_year,DBS named Asia’s safest bank for the 8th consecutive year
02 Sep 2016,www.dbs.com/newsroom/DBS_named_Best_Employer_in_Singapore_and_region,DBS named Best Employer in Singapore and region
01 Sep 2016,www.dbs.com/newsroom/DBS_leverages_big_data_analytics_to_reduce_trade_anomalies,DBS leverages big data analytics to reduce trade anomalies
01 Sep 2016,www.dbs.com/newsroom/DBS_appoints_veteran_banker_Shee_Tse_Koon_as_Group_Head_of_Strategy_and_Planning,DBS appoints veteran banker Shee Tse Koon as Group Head of Strategy and Planning
31 Aug 2016,www.dbs.com/newsroom/DBS_Group_Holdings_Ltds_first_Basel_III_USD_additional_tier_1_offering_attracts_strong_interest,DBS Group Holdings Ltd's first Basel III USD additional tier 1 offering attracts strong interest
30 Aug 2016,www.dbs.com/newsroom/DBS_Neal_Cross_recognised_as_the_most_disruptive_Chief_Innovation_Officer_globally,DBS’ Neal Cross recognised as the most disruptive Chief Innovation Officer globally
30 Aug 2016,www.dbs.com/newsroom/PEOPLES_ASSOCIATION_AND_POSB_RAISE_1_MILLION_FOR_POSB_PASSION_KIDS_FUND_TO_DEVELOP_INNOVATIVE_PROGRAMMES_FOR_CHILDREN,People’s Association and POSB raise S$1 million for POSB PAssion Kids Fund to develop innovative programmes for children
29 Aug 2016,www.dbs.com/newsroom/DBS_partners_with_Pivotal_to_accelerate_innovation_for_customers,DBS partners with Pivotal to accelerate innovation for customers
24 Aug 2016,www.dbs.com/newsroom/DBS_named_most_valuable_brand_in_Singapore,DBS named most valuable brand in Singapore
22 Aug 2016,www.dbs.com/newsroom/DBS_launches_Digital_Account_for_SMEs_with_no_minimum_balance_required,DBS launches Digital Account for SMEs with no minimum balance required
17 Aug 2016,www.dbs.com/newsroom/DBS_to_roll_out_conversational_banking_in_mobile_messaging_apps_by_year_end,DBS to roll out conversational banking in mobile messaging apps by year end
16 Aug 2016,www.dbs.com/newsroom/POSB_launches_pilot_of_Singapore_first_Video_Teller_Machines,POSB launches pilot of Singapore's first Video Teller Machines
15 Aug 2016,www.dbs.com/newsroom/DBS_launches_DBS_TechMatch_to_help_SMEs_find_technology_solutions,DBS launches DBS TechMatch to help SMEs find technology solutions
08 Aug 2016,www.dbs.com/newsroom/DBS_first_half_earnings_at_SGD_2_25_Billion,DBS first-half earnings at SGD 2.25 Billion
03 Aug 2016,www.dbs.com/newsroom/POSB_pays_tribute_to_nation_with_launch_of_heritage_gallery_and_brings_back_iconic_Save_As_You_Earn_SAYE_programme,"POSB pays tribute to nation with launch of heritage gallery and brings back iconic ""Save-As-You-Earn"" (SAYE) programme"
27 Jul 2016,www.dbs.com/newsroom/DBS_to_leverage_Amazon_Web_Services_Cloud,DBS to leverage Amazon Web Services Cloud
27 Jul 2016,www.dbs.com/newsroom/DBS_appoints_Joseph_Poon_as_regional_head_of_South_East_Asia_and_promotes_Lawrence_Lua_as_deputy_head_of_private_bank,DBS appoints Joseph Poon as regional head of South East Asia and promotes Lawrence Lua as deputy head of private bank
25 Jul 2016,www.dbs.com/newsroom/DBS_to_start_securities_business_in_Japan,DBS to start securities business in Japan
21 Jul 2016,www.dbs.com/newsroom/Fiery_competition_sees_nine_startups_selected_for,Fiery competition sees nine start ups selected for DBS HotSpot 2016 Pre-Accelerator programme
20 Jul 2016,www.dbs.com/newsroom/DBSPOSB_staff_help_raise_dementia_awareness_across_Singapore,DBS/POSB staff help raise dementia awareness across Singapore
15 Jul 2016,www.dbs.com/newsroom/DBS_and_Singtel_launch_resource_packages_to_help_SMEs_enhance,DBS and Singtel launch resource packages to help SMEs enhance e-commerce and cashless capabilities in the second edition of 99% SME campaign
12 Jul 2016,www.dbs.com/newsroom/DBS_private_bank_appoints_Jeremy_Parlons_as_UK_market_wealth_management_head,DBS private bank appoints Jeremy Parlons as UK Market Wealth Management Head
11 Jul 2016,www.dbs.com/newsroom/DBS_named_worlds_best_digital_bank,DBS named world’s best digital bank
10 Jul 2016,www.dbs.com/newsroom/POSB_PARTNERS_IDAS_MOBILE_TECH_LAB_TO_LAUNCH_ESAVINGS_PROGRAMME_FOR_PRIMARY_SCHOOL_STUDENTS,POSB partners IDA’s mobile tech lab to launch e-savings programme for primary school students
27 Jun 2016,www.dbs.com/newsroom/DBS_first_Singapore_bank_to_adopt_cloud_based_productivity_technology_in_the_workplace,DBS – first Singapore bank to adopt cloud-based productivity technology in the workplace
20 Jun 2016,www.dbs.com/newsroom/POSB_launches_Save_As_You_Serve_programme_to_recognise_contributions_of_national_servicemen,POSB launches Save-As-You-Serve programme to recognise contributions of national servicemen
25 May 2016,www.dbs.com/newsroom/Issue_of_AUD750_million_floating_rate_covered_bonds_under_DBS_Bank_Ltds_USD10billion_Global_Covered_Bond_Programme,Issue of AUD750 million floating rate covered bonds under DBS Bank Ltd.’s USD10 billion Global Covered Bond Programme
20 May 2016,www.dbs.com/newsroom/DBS_plans_for_voice_biometrics_at_Singapore_customer_centre_by_year_end,DBS plans for voice biometrics at Singapore customer centre by year-end
17 May 2016,www.dbs.com/newsroom/DBS_launches_first_of_its_kind_online_bankers_guarantee_service,DBS launches first-of-its-kind online banker’s guarantee service
03 May 2016,www.dbs.com/newsroom/DBS_first_quarter_net_profit_rises_6pct_to_SGD_1_20_billion,DBS first-quarter net profit rises 6% to SGD 1.20 billion
26 Apr 2016,www.dbs.com/newsroom/DBS_launches_Indias_first_mobile_only_bank_heralds_WhatsApp_moment_in_banking,"DBS launches India’s first mobile-only bank, heralds ‘WhatsApp moment in banking’"
19 Apr 2016,www.dbs.com/newsroom/DBS_inks_cross_referral_agreements_with_peertopeer_lending_platforms_FundingSocieties_and_MoolahSense,DBS inks cross-referral agreements with peer-to-peer lending platforms Funding Societies and MoolahSense
04 Apr 2016,www.dbs.com/newsroom/DBS_MARINA_REGATTA_2016_RETURNS_WITH_BOLD_NEW_FIRSTS1,DBS Marina Regatta 2016 returns with bold new firsts
29 Mar 2016,www.dbs.com/newsroom/DBS_breaks_new_ground_in_digital_banking,DBS breaks new ground in digital banking
23 Mar 2016,www.dbs.com/newsroom/DBS_appoints_new_head_of_SME_Banking,DBS appoints new head of SME Banking
15 Mar 2016,www.dbs.com/newsroom/SMEs_can_tap_on_DBS_business_capabilities_loan_for_their_restructuring_efforts_1,SMEs can tap on DBS’ business capabilities loan for their restructuring efforts
22 Feb 2016,www.dbs.com/newsroom/DBS_full_year_2015_net_profit_rises_to_record_SGD_4_45_billion,DBS full-year 2015 net profit rises to record SGD 4.45 billion
03 Feb 2016,www.dbs.com/newsroom/DBS_bank_named_one_of_the_worlds_most_valuable_bank_brands,DBS bank named one of the world’s most valuable bank brands
23 Jan 2016,www.dbs.com/newsroom/Record_number_of_seniors_and_schools_ride_the_digital_wave__at_largest_Intergen_Bootcamp,Record number of seniors and schools ride the digital wave at largest Intergen Bootcamp
18 Jan 2016,www.dbs.com/newsroom/POSB_new_notes_popup_ATMs_to_return_this_Lunar_New_Year,POSB new notes pop-up ATMs to return this Lunar New Year
14 Jan 2016,www.dbs.com/newsroom/DBS_Group_Holdings_Ltds_first_Basel_III_tier_2_issue_attracts_strong_interest,DBS Group Holdings Ltd’s first Basel III tier 2 issue attracts strong interest
13 Jan 2016,www.dbs.com/newsroom/POSB_rolls_out_86_Talking_ATMs_islandwide_for_visually_impaired_customers,POSB rolls out 86 Talking ATMs islandwide for visually impaired customers
11 Jan 2016,www.dbs.com/newsroom/DBS_Foundation_launches_Asias_First_Social_Enterprise_Dedicated_Lifestyle_Portal,DBS Foundation launches Asia’s First Social Enterprise-Dedicated Lifestyle Portal
11 Jan 2016,www.dbs.com/newsroom/DBS_launches_innovative_working_capital_loan_for_small_businesses,DBS launches innovative working capital loan for small businesses
08 Jan 2016,www.dbs.com/newsroom/DBS_to_provide_comprehensive_financial_services_for_the_third_China_Singapore_G_to_G_project,DBS to provide comprehensive financial services for the third China-Singapore G-to-G project
05 Jan 2016,www.dbs.com/newsroom/DBS_and_Manulife_officially_launch_15_year_regional_life_bancassurance_partnership,DBS and Manulife officially launch 15-year regional life bancassurance partnership
10 Dec 2015,www.dbs.com/newsroom/DBS_launches_new_innovative_learning_centre,DBS launches new innovative learning centre
05 Nov 2015,www.dbs.com/newsroom/DBS_POSB_expands_banking_footprint_in_Singapore_with_POSB_Cash_point,DBS/POSB expands banking footprint in Singapore with POSB Cash-Point
04 Nov 2015,www.dbs.com/newsroom/DBS_Private_Bank_is_worlds_most_innovative,DBS Private Bank is world's most innovative
02 Nov 2015,www.dbs.com/newsroom/DBS_third_quarter_earnings_rise_6pct_to_SGD_1_07_Billion,DBS third-quarter earnings rise 6% to SGD 1.07 Billion
29 Oct 2015,www.dbs.com/newsroom/DBS_Foundation_announces_inaugural_batch_of_grant_recipients,DBS Foundation announces inaugural batch of grant recipients
30 Sep 2015,www.dbs.com/newsroom/DBS_named_most_valuable_brand_in_Singapore,DBS named most valuable brand in Singapore
10 Sep 2015,www.dbs.com/newsroom/DBS_is_safest_bank_in_Asia_for_seventh_consecutive_year,DBS is safest bank in Asia for seventh consecutive year
01 Sep 2015,www.dbs.com/newsroom/DBS_bank_officially_launches_Australia_operations,DBS bank officially launches Australia operations
26 Aug 2015,www.dbs.com/newsroom/DBS_Bank_Is_One_Of_The_First_Organisations_In_Singapore_To_Introduce_Two_Weeks_Paternity_Leave,DBS Bank Is One Of The First Organisations In Singapore To Introduce Two Weeks Paternity Leave
25 Aug 2015,www.dbs.com/newsroom/DBS_named_Asias_best_wealth_manager,DBS named Asia’s best wealth manager
05 Aug 2015,www.dbs.com/newsroom/DBS_pioneers_online_loans_application_service_for_SMEs,DBS pioneers online loans application service for SMEs
30 Jul 2015,www.dbs.com/newsroom/DBS_issues_Singapores_inaugural_covered_bonds,DBS issues Singapore’s inaugural covered bonds
27 Jul 2015,www.dbs.com/newsroom/DBS_FIRST_HALF_EARNINGS_RISE_TO_RECORD_SGD_2_39_BILLION,DBS first-half earnings rise to record SGD 2.39 billion
16 Jun 2015,www.dbs.com/newsroom/DBS_establishes_USD_10_billion_global_covered_bond_programme,DBS establishes USD 10 billion global covered bond programme
12 Jun 2015,www.dbs.com/newsroom/DBS_NUS_Social_Venture_Challenge_Asia_2015_winners_revealed,DBS NUS Social Venture Challenge Asia 2015 winners revealed
05 Jun 2015,www.dbs.com/newsroom/POSB_National_School_Savings_Campaign_popular_with_the_community,POSB National School Savings Campaign popular with the community
04 Jun 2015,www.dbs.com/newsroom/Singapores_largest_online_marketplace_Qoo10_sg_taps_mobile_wallet_DBS_Paylah,Singapore’s largest online marketplace Qoo10.sg taps mobile wallet DBS Paylah
03 Jun 2015,www.dbs.com/newsroom/DBS_bank_receives_regulatory_approval_to_operate_in_Australia,DBS bank receives regulatory approval to operate in Australia
25 May 2015,www.dbs.com/newsroom/DBS_ramps_up_commitment_to_Marina_Bay_with_SGD_12_million_pledge,DBS ramps up commitment to Marina Bay with SGD 12 Million pledge
28 Apr 2015,www.dbs.com/newsroom/DBS_avails_self_service_banking_channels_for_donations_to_support_Nepal_earthquake_relief_efforts,DBS avails self-service banking channels for donations to support Nepal earthquake relief efforts
27 Apr 2015,www.dbs.com/newsroom/DBS_first_quarter_net_profit_rises_to_record_SGD_1_27_billion,DBS first quarter net profit rises to record SGD 1.27 billion
08 Apr 2015,www.dbs.com/newsroom/DBS_and_Manulife_form_15_year_regional_life_bancassurance_partnership,DBS and Manulife form 15-year regional life bancassurance partnership
08 Apr 2015,www.dbs.com/newsroom/DBS_Marina_Regatta_2015_ignites_the_bay_with_the_28th_SEA_Games,DBS Marina Regatta 2015 ignites the bay with the 28th SEA Games
01 Apr 2015,www.dbs.com/newsroom/DBS_first_in_Singapore_to_incorporate_hackathons_into_its_talent_development_programme,DBS first in Singapore to incorporate hackathons into its talent development programme
17 Mar 2015,www.dbs.com/newsroom/DBS_pioneers_virtual_account_opening_service_for_SMEs,DBS pioneers virtual account opening service for SMEs
25 Feb 2015,www.dbs.com/newsroom/DBS_POSB_First_bank_in_Singapore_to_introduce_SMS_queue_system_in_all_full_service_branches,DBS/POSB – First bank in Singapore to introduce SMS queue system in all full-service branches
10 Feb 2015,www.dbs.com/newsroom/DBS_full_year_2014_net_profit_rises_to_record_SGD_4_05_billion,DBS full-year 2014 net profit rises to record SGD 4.05 billion
06 Feb 2015,www.dbs.com/newsroom/DBS_appoints_veteran_banker_Paulus_Sutisna_as_President_Director_of_DBS_Indonesia,DBS appoints veteran banker Paulus Sutisna as President Director of DBS Indonesia
05 Feb 2015,www.dbs.com/newsroom/DBS_launches_venture_debt_for_tech_start-ups_in_Singapore,DBS launches venture debt for tech start-ups in Singapore
02 Feb 2015,www.dbs.com/newsroom/DBS_named_most_valuable_bank_brand_in_ASEAN,DBS named most valuable bank brand in ASEAN
23 Jan 2015,www.dbs.com/newsroom/POSB_Brings_Bank_Iconic_National_School_Savings_Campaign,POSB brings back iconic National School Savings Campaign
20 Jan 2015,www.dbs.com/newsroom/DBSPOSB__First_bank_in_Singapore_to_introduce_pop_up_ATMs_dispensing_new_notes_this_Lunar_New_Year,DBS/POSB – First bank in Singapore to introduce pop-up ATMs dispensing new notes this Lunar New Year
19 Jan 2015,www.dbs.com/newsroom/Launch_of_DBS-NUS_Social_Venture_Challenge_Asia_2015,Launch of DBS-NUS Social Venture Challenge Asia 2015
19 Dec 2014,www.dbs.com/newsroom/POSB_CELEBRATES_NEW_PERSPECTIVES_ON_SINGAPORE,POSB celebrates new perspectives on Singapore
27 Nov 2014,www.dbs.com/newsroom/DBS_Bank_named_one_of_The_2014_Aon_Hewitt_Global_Top_Companies_For_Leaders,DBS Bank named one of The 2014 Aon Hewitt Global Top Companies For Leaders
24 Nov 2014,www.dbs.com/newsroom/DBS_awarded_most_innovative_use_of_infocomm_technology,DBS awarded most innovative use of infocomm technology
21 Nov 2014,www.dbs.com/newsroom/DBS_completes_first_public_bond_issue_guaranteed_by_the_CGIF,DBS completes first public bond issue guaranteed by the CGIF for Protelindo Finance B.V
20 Nov 2014,www.dbs.com/newsroom/S_presents_DBS_Singapore_Slammers_an_All_Star_Tennis_Line_up,"DBS presents “DBS Singapore Slammers”, an all-star tennis line-up including Serena Williams and Andre Agassi in ground-breaking tennis competition"
19 Nov 2014,www.dbs.com/newsroom/DBS_unveils_new_brand_campaign,"DBS unveils new brand campaign that celebrates its past, its future and its ability to create impact beyond banking"
16 Nov 2014,www.dbs.com/newsroom/DBS_Bank_celebrates_SG50_with_28th_SEA_Games,DBS Bank celebrates SG50 with 28th SEA Games
06 Nov 2014,www.dbs.com/newsroom/DBS_expands_banking_touchpoints_in_Singapore,DBS expands banking touchpoints in Singapore
01 Nov 2014,www.dbs.com/newsroom/DBS_wins_big_at_SIAS_Investors'_Choice_Awards,DBS wins big at SIAS Investors' Choice Awards
31 Oct 2014,www.dbs.com/newsroom/DBS_third-quarter_earnings_rise_17_to_SGD_1_01_billion,DBS third-quarter earnings rise 17% to SGD 1.01 billion
30 Oct 2014,www.dbs.com/newsroom/DBS’_Tan_Su_Shan_Named_World’s_Best_Private_Banking_Leader;_A_First_for_a_Singaporean,DBS’ Tan Su Shan named world’s best private banking leader; a first for a Singaporean
28 Oct 2014,www.dbs.com/newsroom/DBS_China_successfully_completed_first_RMBSGD_direct_trade_on_launch_day,DBS China successfully completed first RMB/SGD direct trade on launch day
27 Oct 2014,www.dbs.com/newsroom/DBS_China__appointed_as_one_of_the_first_market_makers_for_direct_trading_of_RMB_and_SGD,DBS China appointed as one of the first market makers for direct trading of RMB and SGD
23 Oct 2014,www.dbs.com/newsroom/DBS_partners_SAP_financial_services_network_to_simplify_banking_for_corporate_clients,DBS partners SAP financial services network to simplify banking for corporate clients
17 Oct 2014,www.dbs.com/newsroom/DBS_named_most_outstanding_private_bank_in_Asia-Pacific,DBS named most outstanding private bank in Asia-Pacific
16 Oct 2014,www.dbs.com/newsroom/DBS_introduces_SMS_Banking_to_further_enhance_its_suite_of_mobile_banking_offerings,DBS introduces SMS Banking to further enhance its suite of mobile banking offerings
14 Oct 2014,www.dbs.com/newsroom/Shanghai_International_Energy_Exchange_inks_agreement_of_strategic_cooperation_with_DBS_Bank,Shanghai International Energy Exchange inks agreement of strategic cooperation with DBS Bank
12 Oct 2014,www.dbs.com/newsroom/Ministry_of_Manpower_and_DBS_launch_integrated_process_for_work_permit_applicants,Ministry of Manpower and DBS launch integrated process for work permit applicants
10 Oct 2014,www.dbs.com/newsroom/DBS_joins_World_Bank's_Global_Infrastructure_Facility_as_an_advisory_partner,DBS joins World Bank's Global Infrastructure Facility as an advisory partner
08 Oct 2014,www.dbs.com/newsroom/DBS_Bank_introduces_new_reward_for_National_Service_men,DBS Bank introduces new reward for National Service men
07 Oct 2014,www.dbs.com/newsroom/DBS_launches_programme_to_help_start-ups_and_SMEs_grow_their_business_and_network_across_Asia,DBS launches programme to help start-ups and SMEs grow their business and network across Asia
06 Oct 2014,www.dbs.com/newsroom/DBS_completes_acquisition_of_Societe_Generale's_private_banking_business_in_Asia,DBS completes acquisition of Societe Generale's private banking business in Asia
10 Sep 2014,www.dbs.com/newsroom/DBS_is_safest_bank_in_Asia_for_sixth_consecutive_year,DBS is safest bank in Asia for sixth consecutive year
01 Sep 2014,www.dbs.com/newsroom/DBS_Bank_fortifies_fast-growing_transaction_banking_business_with_senior_management_appointments,DBS Bank fortifies fast-growing transaction banking business with senior management appointments
04 Aug 2014,www.dbs.com/newsroom/DBS_completes_first_RMB_FX_derivatives_transactions_under_new_SAFE_rules_MIGRT,DBS completes first RMB FX derivatives transactions under new SAFE rules
01 Aug 2014,www.dbs.com/newsroom/DBS_firsthalf_earnings_rise_9_to_cross_SGD_2_billion_MIGRT,DBS first-half earnings rise 9% to cross SGD 2 billion
31 Jul 2014,www.dbs.com/newsroom/Close_to_1000_DBSPOSB_employees_fan_out_across_Singapore_to_do_their_bit_for_pioneer_generation_MIGRT,"Close to 1,000 DBS/POSB employees fan out across Singapore to do their bit for pioneer generation"
16 Jul 2014,www.dbs.com/newsroom/DBS_wins_big_at_Singapore_Corporate_Awards_2014_MIGRT,DBS wins big at Singapore Corporate Awards 2014
10 Jul 2014,www.dbs.com/newsroom/Issue_of_I_Senior_Fixed_Rate_Notes_and_II_Senior_Floating_Rate_Notes_under_DBS_Group_Holdings_Ltds_USD15_billion_Global_Medium_Term_Note_Programme_MIGRT,Issue of (I) Senior Fixed Rate Notes and (II) Senior Floating Rate Notes under DBS Group Holdings Ltd's USD15 billion Global Medium Term Note Programme
04 Jul 2014,www.dbs.com/newsroom/DBS_Asian_Insights_Conference_2014_MIGRT,DBS Asian Insights Conference 2014
03 Jul 2014,www.dbs.com/newsroom/DBS_extends_lead_as_most_valuable_brand_in_Singapore_MIGRT,DBS extends lead as most valuable brand in Singapore
20 Jun 2014,www.dbs.com/newsroom/DBS_launches_crossborder_RMB_lending_in_Suzhou_Industrial_Park_one_of_the_first_banks_to_pilot_new_initiative_MIGRT,"DBS launches cross-border RMB lending in Suzhou Industrial Park, one of the first banks to pilot new initiative"
29 May 2014,www.dbs.com/newsroom/DBS_banks_on_mobile_to_shape_the_payment_space_in_Singapore_MIGRT,DBS banks on mobile to shape the payment space in Singapore
19 May 2014,www.dbs.com/newsroom/DBS_names_EngKwok_Seat_Moey_as_Head_of_Capital_Markets_MIGRT,DBS names Eng-Kwok Seat Moey as Head of Capital Markets
30 Apr 2014,www.dbs.com/newsroom/DBS_firstquarter_earnings_rise_9_to_a_record_SGD_103_billion_MIGRT,DBS first-quarter earnings rise 9% to a record SGD 1.03 billion
21 Apr 2014,www.dbs.com/newsroom/DBS_names_Neal_Cross_as_Chief_Innovation_Officer_MIGRT,DBS names Neal Cross as Chief Innovation Officer
16 Apr 2014,www.dbs.com/newsroom/news_1086_2202626263991144061_MIGRT,"DBS Marina Regatta, Singapore’s biggest water sports festival is back, bringing Asia alive!"
02 Apr 2014,www.dbs.com/newsroom/DBS_Bank_donates_SGD25_million_to_National_Gallery_Singapore_MIGRT,DBS Bank donates SGD25 million to National Gallery Singapore
28 Mar 2014,www.dbs.com/newsroom/DBS_named_Best_Bank_in_AsiaPacific_MIGRT,DBS named Best Bank in Asia-Pacific
27 Mar 2014,www.dbs.com/newsroom/DBS_Multiplier_Programme_rewards_emerging_affluent_for_consolidating_their_finances_with_DBS_MIGRT,DBS Multiplier Programme rewards emerging affluent for consolidating their finances with DBS
18 Mar 2014,www.dbs.com/newsroom/DBS_launches_industry_gamechanging_working_capital_advisory_programme_MIGRT,DBS launches industry gamechanging working capital advisory programme
17 Mar 2014,www.dbs.com/newsroom/news_1000_7712807798096284868_MIGRT,DBS to acquire Societe Generale's private banking business in Asia
10 Mar 2014,www.dbs.com/newsroom/Over_46_million_DBS_corporate_and_retail_customers_can_expect_faster_interbank_funds_transfer_with_the_launch_of_FAST_MIGRT,Over 4.6 million DBS corporate and retail customers can expect faster interbank funds transfer with the launch of FAST
